AUN,School Number,School Name
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101261302,5048,DUNBAR TWP EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,6686,FRAZIER EL SCH
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101262903,7176,FRAZIER MS
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2146,CLARK EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
101264003,2163,HATFIELD EL SCH
